date,ticker,spot_price,net_gex_b,vix,zero_gamma,call_wall,put_wall,peak_gex_strike,max_pain,pc_ratio,spy_200ma,spy_above_200ma,spy_rsi_14,vix_3m,vix_term_spread,vix_term_structure,skew_index,fear_score,bull_score,bear_score,score_label,qqq_spot,qqq_gex_b,qqq_fear_score,qqq_bear_score,qqq_bull_score,qqq_divergence,signal,l1_context,yield_10y,vix9d,vix9d_vix_ratio,gold,dxy,tlt,hyg,copper,oil,eem,xlre,flow_regime,flow_score,regime_signal,composite_score
2026-06-11,SPY,737.86,-2.2,19.44,744.62,750.0,720.0,720.0,725.0,1.91,685.82,True,46.58,21.42,1.98,contango,142.98,2,3,2,Mixed — no edge,717.12,,,,,Aligned — no divergence,"AMBER Caution - neg GEX, watch VIX",SPY above 200MA (uptrend intact) | RSI neutral (46.58) | VIX in contango (calm) | SKEW elevated (142.98) - tail hedging active,4.463,20.66,1.063,386.32,99.86,85.98,79.94,38.94,128.83,67.5,44.92,risk_on,4,,
2026-06-12,SPY,742.14,-1.5,17.68,746.58,743.0,730.0,742.0,725.0,1.97,686.3,True,47.36,20.51,2.83,contango,142.6,2,4,1,Mild bull — neutral,721.34,,,,,Aligned — no divergence,"AMBER Caution - neg GEX, watch VIX",SPY above 200MA (uptrend intact) | RSI neutral (47.36) | VIX in contango (calm) | SKEW elevated (142.6) - tail hedging active,4.487,17.26,0.976,386.54,99.75,85.77,79.94,39.55,125.43,67.88,45.36,risk_on,4,,
2026-06-15,SPY,754.65,8.8,16.2,746.13,755.0,730.0,755.0,725.0,1.94,686.84,True,52.59,19.36,3.16,contango,144.32,1,6,1,Positive regime — hold,744.0,,,,,Aligned — no divergence,"GREEN Hold - pos GEX, vol controlled",SPY above 200MA (uptrend intact) | RSI neutral (52.59) | VIX in contango (calm) | SKEW elevated (144.32) - tail hedging active,4.469,15.58,0.962,396.55,99.63,85.72,80.04,39.65,121.21,69.75,44.99,risk_on,4,,
2026-06-16,SPY,750.72,-3.8,16.41,750.63,755.0,750.0,750.0,730.0,2.01,687.35,True,49.92,19.53,3.12,contango,142.66,2,4,2,Mild bull — neutral,730.5,-1.5,1,1,1,Aligned — no divergence,"AMBER Caution - neg GEX, watch VIX",SPY above 200MA (uptrend intact) | RSI neutral (49.92) | VIX in contango (calm) | SKEW elevated (142.66) - tail hedging active,4.428,15.77,0.961,397.63,99.54,86.19,80.03,39.55,115.47,68.64,45.1,risk_on,4,,
2026-06-17,SPY,742.73,-9.8,18.44,746.15,800.0,740.0,740.0,730.0,2.1,687.83,True,42.54,20.62,2.18,contango,142.62,3,2,4,Mixed — no edge,726.17,-3.3,1,1,0,Aligned — no divergence,"RED Watch - GEX deeply neg, VIX rising",SPY above 200MA (uptrend intact) | RSI neutral (42.54) | VIX in contango (calm) | SKEW elevated (142.62) - tail hedging active,4.463,18.63,1.01,388.6,100.09,86.33,79.73,38.64,114.23,68.56,43.97,risk_on,4,,
2026-06-18,SPY,747.97,-3.1,16.4,747.78,750.0,735.0,750.0,735.0,2.17,688.36,True,44.89,19.57,3.17,contango,146.72,3,3,4,Mixed — no edge,741.16,10.5,0,0,3,Aligned — no divergence,"AMBER Caution - neg GEX, watch VIX",SPY above 200MA (uptrend intact) | RSI neutral (44.89) | VIX in contango (calm) | SKEW elevated (146.72) - tail hedging active,4.451,13.93,0.849,387.12,100.85,86.75,80.01,38.86,114.87,70.79,43.86,risk_on,4,,
2026-06-19,SPY,746.92,-1.4,16.78,749.38,800.0,735.0,735.0,730.0,2.15,688.36,True,44.89,19.57,2.79,contango,146.72,3,3,3,Mixed — no edge,739.8,0.5983999999999999,0,0,2,Aligned — no divergence,"AMBER Caution - neg GEX, watch VIX",SPY above 200MA (uptrend intact) | RSI neutral (44.89) | VIX in contango (calm) | SKEW elevated (146.72) - tail hedging active,4.451,,,,100.85,,,,,,,unknown,0,,
2026-06-22,SPY,744.51,-7.5,17.28,749.36,800.0,735.0,745.0,735.0,2.12,688.86,True,42.6,19.76,2.48,contango,141.85,3,3,4,Mixed — no edge,737.99,-1.0,1,1,1,Aligned — no divergence,"AMBER Caution - neg GEX, watch VIX",SPY above 200MA (uptrend intact) | RSI neutral (42.6) | VIX in contango (calm) | SKEW elevated (141.85) - tail hedging active,4.509,16.29,0.943,384.59,101.02,86.09,79.94,38.81,112.69,71.21,44.02,risk_on,4,,
2026-06-23,SPY,734.85,-12.8,19.49,747.03,800.0,734.0,735.0,735.0,2.21,689.29,True,37.67,21.06,1.57,contango,143.14,4,2,5,Moderate fear — monitor,716.4,-4.3,1,1,0,Aligned — no divergence,"RED Watch - GEX deeply neg, VIX rising",SPY above 200MA (uptrend intact) | RSI neutral (37.67) | VIX in contango (calm) | SKEW elevated (143.14) - tail hedging active,4.493,19.47,0.999,377.32,101.41,86.2,79.87,37.32,111.26,67.17,44.64,risk_on,4,,
2026-06-24,SPY,737.72,-7.1,18.63,744.04,800.0,735.0,735.0,733.0,2.1,689.72,True,39.54,20.37,1.74,contango,145.3,4,2,5,Moderate fear — monitor,723.5,-1.5,1,1,0,Aligned — no divergence,"RED Watch - GEX deeply neg, VIX rising",SPY above 200MA (uptrend intact) | RSI neutral (39.54) | VIX in contango (calm) | SKEW elevated (145.3) - tail hedging active,4.402,18.07,0.97,365.92,101.61,87.38,79.85,36.31,106.29,67.25,44.51,risk_on,4,,
2026-06-25,SPY,733.48,-9.8,18.89,743.92,800.0,730.0,730.0,730.0,2.05,690.14,True,38.44,20.33,1.44,contango,139.89,3,2,4,Mixed — no edge,715.8,-2.8,1,1,0,Aligned — no divergence,"RED Watch - GEX deeply neg, VIX rising",SPY above 200MA (uptrend intact) | RSI neutral (38.44) | VIX in contango (calm) | SKEW elevated (139.89) - tail hedging active,4.392,17.92,0.949,369.46,101.43,87.35,79.88,36.98,109.31,67.96,44.59,risk_on,4,,
2026-06-26,SPY,730.85,-11.8,18.41,746.65,800.0,730.0,730.0,730.0,2.04,690.54,True,44.93,20.13,1.72,contango,139.4,4,2,5,Moderate fear — monitor,705.36,-5.8,2,2,0,Aligned — no divergence,"RED Watch - GEX deeply neg, VIX rising",SPY above 200MA (uptrend intact) | RSI neutral (44.93) | VIX in contango (calm) | SKEW elevated (139.4) - tail hedging active,4.372,16.8,0.913,373.63,101.36,87.36,79.83,37.33,105.48,67.19,45.24,risk_on,4,,
2026-06-29,SPY,740.65,0.1154,17.65,742.57,741.0,735.0,741.0,730.0,1.99,690.98,True,50.94,19.53,1.88,contango,144.46,1,5,1,Mild bull — neutral,723.37,0.6247999999999999,0,0,2,Aligned — no divergence,"GREEN Hold - pos GEX, vol controlled",SPY above 200MA (uptrend intact) | RSI neutral (50.94) | VIX in contango (calm) | SKEW elevated (144.46) - tail hedging active,4.374,15.51,0.879,368.58,101.11,87.45,80.01,37.23,107.08,67.43,44.92,risk_on,4,,
2026-06-30,SPY,746.0,6.1,16.45,742.99,747.0,735.0,747.0,732.0,1.92,691.43,True,54.94,19.0,2.55,contango,149.6,2,6,2,Positive regime — hold,735.48,4.3,0,0,2,Aligned — no divergence,"GREEN Hold - pos GEX, vol controlled",SPY above 200MA (uptrend intact) | RSI neutral (54.94) | VIX in contango (calm) | SKEW elevated (149.6) - tail hedging active,4.418,13.73,0.835,368.38,101.19,86.42,79.97,37.73,106.44,68.41,44.03,risk_on,4,,
2026-07-01,SPY,745.11,-2.2,16.59,746.28,750.0,745.0,745.0,734.0,2.03,691.87,True,61.59,19.16,2.57,contango,154.82,3,5,3,Mild bull — neutral,725.3,1.9,0,0,2,Aligned — no divergence,"AMBER Caution - neg GEX, watch VIX",SPY above 200MA (uptrend intact) | RSI neutral (61.59) | VIX in contango (calm) | SKEW elevated (154.82) - tail hedging active,4.475,13.14,0.792,370.6,101.39,85.52,79.59,37.21,103.27,66.48,44.18,risk_on,4,,
