date,hist_regime,vix,vix9d,yield10y,gold,tlt,hyg,copper,oil,eem,xlre,composite_score,flow_regime,skew
2023-09-05,recovery_2023,14.01,,,178.64,93.52,74.58,23.62,77.76,39.31,36.63,5,risk_on,139.62
2023-09-06,recovery_2023,14.45,,,177.83,93.75,74.4,23.34,78.52,39.09,36.56,5,risk_on,137.88
2023-09-07,recovery_2023,14.4,,,178.02,94.01,74.65,23.21,77.95,38.63,36.86,5,risk_on,135.59
2023-09-08,recovery_2023,13.84,,,178.08,94.37,74.62,22.87,78.3,38.71,36.62,5,risk_on,138.18
2023-09-11,recovery_2023,13.8,,,178.41,93.69,74.75,23.43,78.37,39.19,36.64,5,risk_on,138.21
2023-09-12,recovery_2023,14.23,,,177.49,94.23,74.63,23.37,79.7,39.07,36.64,5,risk_on,136.25
2023-09-13,recovery_2023,13.48,,,177.08,94.21,74.83,23.35,79.68,39.02,36.27,5,risk_on,137.42
2023-09-14,recovery_2023,12.82,,,177.17,93.53,74.92,23.53,81.12,39.28,36.93,5,risk_on,144.32
2023-09-15,recovery_2023,13.79,,,178.34,92.96,74.64,23.44,81.29,39.13,36.79,5,risk_on,142.92
2023-09-18,recovery_2023,14.0,,,179.39,93.49,74.69,23.33,81.45,39.08,36.18,5,risk_on,137.65
2023-09-19,recovery_2023,14.11,,,179.22,92.8,74.46,23.13,81.5,38.85,35.99,5,risk_on,137.31
2023-09-20,recovery_2023,15.14,,,179.35,93.09,74.4,23.04,80.14,38.69,36.06,4,mild_risk_on,135.74
2023-09-21,recovery_2023,17.54,,,178.05,90.7,73.87,22.83,80.41,38.02,34.81,2,mild_risk_on,135.94
2023-09-22,recovery_2023,17.2,,,178.62,91.43,74.0,22.84,80.63,38.47,34.57,2,mild_risk_on,137.74
2023-09-25,recovery_2023,16.9,,,177.7,89.18,73.9,22.73,80.39,38.3,34.51,2,mild_risk_on,133.06
2023-09-26,recovery_2023,18.94,,,176.28,88.87,73.58,22.54,80.88,37.76,33.9,1,neutral,136.3
2023-09-27,recovery_2023,18.22,,,174.1,88.41,73.48,22.5,82.9,37.82,33.6,1,neutral,135.38
2023-09-28,recovery_2023,17.34,,,173.23,88.68,73.83,22.908,81.57,37.92,33.95,2,mild_risk_on,133.48
2023-09-29,recovery_2023,17.52,,,171.45,88.69,73.72,23.02,80.86,37.95,34.07,2,mild_risk_on,134.5
2023-10-02,recovery_2023,17.61,,,169.65,86.93,72.89,22.53,79.39,37.76,33.45,2,mild_risk_on,129.17
2023-10-03,recovery_2023,19.78,,,169.16,85.06,72.15,22.4,79.93,37.26,32.84,1,neutral,129.78
2023-10-04,recovery_2023,18.58,,,169.14,86.26,72.52,22.19,75.59,37.15,33.19,1,neutral,130.68
2023-10-05,recovery_2023,18.49,,,168.83,85.83,72.59,22.06,73.99,37.29,33.43,1,neutral,129.75
2023-10-06,recovery_2023,17.45,,,169.7,84.79,72.69,22.45,74.16,37.83,33.56,2,mild_risk_on,129.36
2023-10-09,recovery_2023,17.7,,,172.82,86.78,73.23,22.67,77.13,37.65,34.0,2,mild_risk_on,133.64
2023-10-10,recovery_2023,17.03,,,172.53,86.66,73.21,22.44,76.71,38.19,34.12,2,mild_risk_on,135.17
2023-10-11,recovery_2023,16.09,,,173.79,88.47,73.2,22.34,75.67,38.43,34.81,2,mild_risk_on,137.61
2023-10-12,recovery_2023,16.69,,,173.26,86.07,72.81,22.23,75.42,38.0,34.35,2,mild_risk_on,136.13
2023-10-13,recovery_2023,19.32,,,178.83,87.61,72.75,22.14,78.99,37.86,34.34,1,neutral,144.3
2023-10-16,recovery_2023,17.21,,,177.96,86.2,72.73,22.19,78.39,38.14,34.69,2,mild_risk_on,137.95
2023-10-17,recovery_2023,17.88,,,178.29,85.25,72.39,22.2,78.8,38.04,34.51,2,mild_risk_on,138.72
2023-10-18,recovery_2023,19.22,,,180.87,84.5,72.04,22.224,79.84,37.46,33.75,1,neutral,137.1
2023-10-19,recovery_2023,21.4,,,183.09,82.77,71.78,22.33,81.68,37.24,32.92,1,neutral,137.73
2023-10-20,recovery_2023,21.71,,,183.59,83.24,71.93,22.08,80.7,36.79,32.75,1,neutral,136.74
2023-10-23,recovery_2023,20.37,,,182.97,84.24,72.22,22.29,78.89,36.76,32.47,1,neutral,133.92
2023-10-24,recovery_2023,18.97,,,182.95,85.35,72.59,22.59,76.93,37.23,32.88,1,neutral,132.44
2023-10-25,recovery_2023,20.19,,,183.72,83.45,72.2,22.32,78.46,36.74,32.19,1,neutral,132.29
2023-10-26,recovery_2023,20.68,,,184.01,84.73,72.45,22.37,76.89,36.56,32.87,1,neutral,133.38
2023-10-27,bull_2024,21.27,,,186.15,84.37,72.36,22.66,78.36,36.53,32.35,1,neutral,132.74
2023-10-30,bull_2024,19.75,,,185.1,83.99,72.38,22.76,76.05,36.91,32.45,1,neutral,130.13
2023-10-31,bull_2024,18.14,,,184.09,83.58,72.57,22.7,75.02,36.7,33.1,1,neutral,128.21
2023-11-01,bull_2024,16.87,,,183.51,85.1,72.87,22.8,74.75,37.04,33.27,2,mild_risk_on,129.82
2023-11-02,bull_2024,15.66,,,184.12,87.04,73.69,22.95,76.18,37.69,34.3,2,mild_risk_on,133.8
2023-11-03,bull_2024,14.91,,,184.79,87.63,74.41,22.85,74.85,38.46,35.11,5,risk_on,140.09
2023-11-06,bull_2024,14.89,,,183.35,86.78,74.11,23.14,74.91,38.77,34.63,5,risk_on,137.89
2023-11-07,bull_2024,14.81,,,182.59,88.06,74.12,22.95,71.8,38.7,34.34,5,risk_on,139.52
2023-11-08,bull_2024,14.45,,,180.77,89.56,74.16,22.65,70.19,38.44,34.54,5,risk_on,139.41
2023-11-09,bull_2024,15.29,,,181.49,87.5,73.7,22.63,70.25,38.08,34.01,2,mild_risk_on,139.28
2023-11-10,bull_2024,14.17,,,179.51,87.99,74.06,22.45,71.79,38.35,34.39,5,risk_on,139.81
2023-11-13,bull_2024,14.76,,,180.51,87.79,73.99,22.83,72.92,38.34,34.1,3,mild_risk_on,135.27
2023-11-14,bull_2024,14.16,,,182.12,89.78,74.74,22.94,72.69,39.36,35.94,5,risk_on,138.38
2023-11-15,bull_2024,14.18,,,181.64,88.52,74.5,23.13,71.34,39.69,36.02,5,risk_on,142.98
2023-11-16,bull_2024,14.32,,,183.69,89.62,74.6,23.0,68.05,39.31,36.01,5,risk_on,154.45
2023-11-17,bull_2024,13.8,,,183.67,90.04,74.77,23.29,70.75,39.36,35.97,5,risk_on,146.88
2023-11-20,bull_2024,13.41,,,183.37,90.59,74.85,23.69,72.3,39.85,36.25,5,risk_on,143.78
2023-11-21,bull_2024,13.35,,,185.35,90.55,74.95,23.73,72.53,39.6,36.07,5,risk_on,140.8
2023-11-22,bull_2024,12.85,,,184.56,90.87,75.08,23.545,71.61,39.52,36.18,5,risk_on,141.55
2023-11-23,bull_2024,12.8,,,,,,,,,,3,mild_risk_on,
2023-11-24,bull_2024,12.46,,,185.52,89.8,75.0,23.73,70.82,39.54,36.32,5,risk_on,144.54
2023-11-27,bull_2024,12.69,,,186.77,91.3,75.11,23.532,69.96,39.38,36.45,5,risk_on,142.2
2023-11-28,bull_2024,12.69,,,189.26,91.48,75.44,23.8,71.26,39.71,36.65,5,risk_on,142.68
2023-11-29,bull_2024,12.98,,,189.54,92.63,75.85,23.695,72.52,39.48,36.93,5,risk_on,139.82
2023-11-30,bull_2024,12.92,,,188.75,91.56,75.71,23.8,70.14,39.56,37.23,5,risk_on,140.91
2023-12-01,bull_2024,12.63,,,192.01,92.99,75.99,24.24,69.24,39.73,38.01,5,risk_on,138.04
2023-12-04,bull_2024,13.08,,,187.86,92.615,75.8,23.69,68.47,39.28,38.22,5,risk_on,136.04
2023-12-05,bull_2024,12.85,,,187.15,94.61,75.87,23.4,67.58,39.04,38.06,5,risk_on,134.76
2023-12-06,bull_2024,12.97,,,187.84,95.87,75.88,23.08,64.76,38.99,37.93,5,risk_on,132.5
2023-12-07,bull_2024,13.06,,,188.15,95.32,76.01,23.46,65.11,39.18,37.98,5,risk_on,130.84
2023-12-08,bull_2024,12.35,,,185.64,94.54,75.86,23.73,66.53,39.01,37.9,5,risk_on,134.1
2023-12-11,bull_2024,12.63,,,183.59,94.34,75.81,23.42,66.8,39.24,38.03,5,risk_on,140.9
2023-12-12,bull_2024,12.07,,,183.49,94.62,75.98,23.43,64.25,39.25,38.02,5,risk_on,148.83
2023-12-13,bull_2024,12.19,,,187.63,96.84,77.14,23.7,65.33,39.64,39.4,5,risk_on,152.02
2023-12-14,bull_2024,12.48,,,188.73,99.04,77.1,23.97,67.16,40.22,40.49,5,risk_on,162.51
2023-12-15,bull_2024,12.28,,,187.0,99.15,76.93,23.95,67.15,39.98,40.0,5,risk_on,153.26
2023-12-18,bull_2024,12.56,,,187.85,98.36,76.98,23.84,68.09,39.96,39.47,5,risk_on,139.36
2023-12-19,bull_2024,12.53,,,189.13,98.89,77.2,24.18,69.36,40.3,39.74,5,risk_on,133.18
2023-12-20,bull_2024,13.67,,,188.1,99.56,77.21,23.96,68.79,38.84,39.24,5,risk_on,136.86
2023-12-21,bull_2024,13.65,,,189.43,98.93,77.56,24.25,69.03,39.57,39.57,5,risk_on,138.18
2023-12-22,bull_2024,13.03,,,190.27,98.475,77.47,24.09,68.69,39.38,39.73,5,risk_on,134.46
2023-12-26,bull_2024,12.99,,,191.72,98.76,77.62,24.19,70.21,39.69,40.02,5,risk_on,135.69
2023-12-27,bull_2024,12.43,,,192.59,100.51,77.94,24.53,68.92,39.92,40.25,5,risk_on,135.64
2023-12-28,bull_2024,12.47,,,191.47,99.78,77.69,24.214,67.18,40.23,40.5,5,risk_on,136.9
2023-12-29,bull_2024,12.45,,,191.17,98.88,77.39,24.14,66.65,40.21,40.06,5,risk_on,138.05
2024-01-02,bull_2024,13.2,,,190.72,98.31,77.13,23.95,65.77,39.74,40.43,5,risk_on,134.8
2024-01-03,bull_2024,14.04,,,189.13,98.72,76.92,23.96,68.19,39.52,39.47,5,risk_on,134.23
2024-01-04,bull_2024,14.13,,,189.32,97.22,76.62,23.9,67.57,39.39,39.37,5,risk_on,136.6
2024-01-05,bull_2024,13.35,,,189.35,96.29,76.68,23.65,69.03,39.44,39.29,5,risk_on,132.68
2024-01-08,bull_2024,13.08,,,187.87,97.24,77.11,23.75,66.4,39.55,39.83,5,risk_on,137.05
2024-01-09,bull_2024,12.76,,,187.93,96.62,77.23,23.34,67.39,38.99,39.55,5,risk_on,140.95
2024-01-10,bull_2024,12.69,,,187.5,96.17,77.37,23.55,66.56,38.9,39.61,5,risk_on,137.4
2024-01-11,bull_2024,12.44,,,187.87,96.71,77.62,23.52,67.65,39.06,39.24,5,risk_on,140.36
2024-01-12,bull_2024,12.7,,,189.71,96.52,77.7,23.25,68.02,39.2,39.54,5,risk_on,143.81
2024-01-15,bull_2024,13.25,,,,,,,,,,3,mild_risk_on,
2024-01-16,bull_2024,13.84,,,187.91,94.82,77.21,23.4,67.25,38.25,39.3,5,risk_on,139.94
2024-01-17,bull_2024,14.79,,,185.84,94.67,76.88,23.26,67.94,37.68,38.58,5,risk_on,147.76
2024-01-18,bull_2024,14.13,,,187.37,93.79,77.04,23.41,69.06,37.99,38.33,5,risk_on,148.15
2024-01-19,bull_2024,13.3,,,187.93,94.09,77.17,23.61,68.82,38.39,38.7,5,risk_on,147.76
2024-01-22,bull_2024,13.19,,,187.22,94.65,77.23,23.31,69.69,38.05,38.88,5,risk_on,146.01
2024-01-23,bull_2024,12.55,,,187.95,93.9,77.14,23.7,69.66,38.38,38.67,5,risk_on,148.12
2024-01-24,bull_2024,13.14,,,186.4,93.35,77.1,24.1,70.54,38.81,38.14,5,risk_on,150.25
2024-01-25,bull_2024,13.45,,,187.14,93.96,77.69,24.06,72.23,38.86,38.66,5,risk_on,153.05
2024-01-26,bull_2024,13.26,,,187.01,93.78,77.63,24.017,73.1,38.89,38.49,5,risk_on,151.36
2024-01-29,bull_2024,13.6,,,188.33,94.86,77.8,24.14,72.05,38.91,38.77,5,risk_on,149.03
2024-01-30,bull_2024,13.31,,,188.59,95.72,77.7,24.37,72.81,38.6,38.41,5,risk_on,148.73
2024-01-31,bull_2024,14.35,,,188.45,96.66,77.48,24.19,70.92,38.39,38.13,5,risk_on,150.21
2024-02-01,bull_2024,13.88,,,190.41,98.24,77.54,23.95,69.07,38.76,38.8,5,risk_on,160.08
2024-02-02,bull_2024,13.85,,,188.61,96.07,77.19,23.79,67.51,38.65,38.31,5,risk_on,160.02
2024-02-05,bull_2024,13.67,,,187.57,94.13,76.83,23.5,68.18,38.7,37.55,5,risk_on,155.49
2024-02-06,bull_2024,13.06,,,188.55,95.05,77.11,23.58,68.81,39.58,38.12,5,risk_on,152.82
2024-02-07,bull_2024,12.83,,,188.5,94.59,77.24,23.29,69.42,39.63,38.1,5,risk_on,151.41
2024-02-08,bull_2024,12.79,,,188.33,94.04,77.2,23.1,71.52,39.41,38.31,5,risk_on,150.36
2024-02-09,bull_2024,12.93,,,187.6,93.85,77.36,22.95,71.67,39.58,38.41,5,risk_on,156.62
2024-02-12,bull_2024,13.93,,,187.11,93.96,77.19,23.166,72.11,39.89,38.29,5,risk_on,152.8
2024-02-13,bull_2024,15.85,,,184.53,92.35,76.57,23.07,72.65,39.14,37.59,4,mild_risk_on,170.52
2024-02-14,bull_2024,14.38,,,184.42,92.82,76.87,23.03,71.55,39.7,37.84,5,risk_on,160.4
2024-02-15,bull_2024,14.01,,,185.66,93.3,77.14,23.38,72.84,39.89,38.75,5,risk_on,148.9
2024-02-16,bull_2024,14.24,,,186.34,92.76,76.91,23.84,73.41,40.08,38.35,5,risk_on,142.62
2024-02-19,bull_2024,14.71,,,,,,,,,,3,mild_risk_on,
2024-02-20,bull_2024,15.42,,,187.47,92.84,77.07,24.04,72.42,40.14,38.29,4,mild_risk_on,141.45
2024-02-21,bull_2024,15.34,,,187.48,92.18,76.93,24.14,73.2,40.21,38.57,4,mild_risk_on,142.72
2024-02-22,bull_2024,14.54,,,187.56,92.63,77.3,24.31,73.6,40.62,38.67,5,risk_on,145.91
2024-02-23,bull_2024,13.75,,,188.62,93.87,77.35,24.13,71.92,40.6,38.72,5,risk_on,144.0
2024-02-26,bull_2024,13.74,,,188.2,93.59,77.1,23.82,72.79,40.42,38.28,5,risk_on,143.6
2024-02-27,bull_2024,13.43,,,188.0,92.93,77.2,23.98,73.85,40.5,38.31,5,risk_on,147.29
2024-02-28,bull_2024,13.84,,,188.34,93.52,77.19,23.87,73.62,39.97,38.8,5,risk_on,149.09
2024-02-29,bull_2024,13.4,,,189.31,94.18,77.33,23.89,73.36,39.99,39.11,5,risk_on,149.83
2024-03-01,bull_2024,13.11,,,192.89,94.47,77.18,24.01,74.96,40.48,39.54,5,risk_on,150.42
2024-03-04,bull_2024,13.49,,,196.01,94.09,77.16,24.02,74.01,40.39,39.99,5,risk_on,145.94
2024-03-05,bull_2024,14.46,,,197.19,95.43,77.1,23.93,73.45,40.03,39.48,5,risk_on,144.9
2024-03-06,bull_2024,14.5,,,198.81,95.99,77.29,24.07,74.34,40.61,39.7,5,risk_on,143.64
2024-03-07,bull_2024,14.44,,,199.94,95.9,77.38,24.45,74.23,40.86,39.7,5,risk_on,142.94
2024-03-08,bull_2024,14.74,,,201.63,95.73,77.4,24.25,73.36,40.82,40.17,5,risk_on,141.18
2024-03-11,bull_2024,15.22,,,202.0,95.68,77.39,24.49,73.62,40.91,39.97,4,mild_risk_on,142.27
2024-03-12,bull_2024,13.84,,,199.79,94.88,77.46,24.51,73.35,41.36,39.87,5,risk_on,142.23
2024-03-13,bull_2024,13.75,,,201.19,94.42,77.49,25.26,75.09,41.23,39.62,5,risk_on,144.17
2024-03-14,bull_2024,14.4,,,200.35,92.97,77.12,25.21,76.3,41.02,39.06,5,risk_on,143.95
2024-03-15,bull_2024,14.41,,,199.71,92.94,77.07,25.71,76.33,40.77,39.04,5,risk_on,138.91
2024-03-18,bull_2024,14.33,,,200.03,92.66,77.25,25.76,77.98,40.84,38.77,5,risk_on,139.97
2024-03-19,bull_2024,13.82,,,199.8,92.92,77.56,25.32,78.43,40.64,38.77,5,risk_on,141.61
2024-03-20,bull_2024,13.04,,,202.18,92.89,77.82,25.53,77.25,41.1,38.93,5,risk_on,141.19
2024-03-21,bull_2024,12.92,,,201.97,93.09,77.78,25.4,76.82,41.15,39.08,5,risk_on,154.0
2024-03-22,bull_2024,13.06,,,200.35,93.98,77.7,24.98,76.68,40.86,38.62,5,risk_on,155.84
2024-03-25,bull_2024,13.19,,,200.99,93.51,77.58,25.13,77.76,40.89,38.47,5,risk_on,151.6
2024-03-26,bull_2024,13.24,,,201.64,93.77,77.49,25.02,77.29,40.86,38.31,5,risk_on,157.6
2024-03-27,bull_2024,12.78,,,203.1,94.7,77.9,25.05,77.51,40.93,39.28,5,risk_on,157.11
2024-03-28,bull_2024,13.01,,,205.72,94.62,77.73,25.12,78.73,41.08,39.53,5,risk_on,155.44
2024-04-01,bull_2024,13.65,,,207.82,92.55,77.02,25.39,79.67,41.15,38.84,5,risk_on,146.33
2024-04-02,bull_2024,14.61,,,210.89,92.04,76.89,25.53,80.79,41.28,38.41,5,risk_on,142.14
2024-04-03,bull_2024,14.33,,,212.74,92.02,76.95,26.35,81.25,41.31,38.43,5,risk_on,138.52
2024-04-04,bull_2024,16.35,,,211.52,92.68,76.89,26.26,82.27,41.16,38.13,4,mild_risk_on,142.49
2024-04-05,bull_2024,16.03,,,215.14,91.39,76.82,26.54,82.4,41.25,38.38,4,mild_risk_on,142.64
2024-04-08,bull_2024,15.19,,,216.48,91.38,77.0,26.88,82.2,41.52,38.71,4,mild_risk_on,140.63
2024-04-09,bull_2024,14.98,,,217.67,92.23,77.16,26.88,81.15,41.8,39.2,5,risk_on,139.28
2024-04-10,bull_2024,15.8,,,215.61,90.22,76.48,26.74,82.09,41.23,37.59,4,mild_risk_on,139.94
2024-04-11,bull_2024,14.91,,,219.8,89.81,76.41,26.67,81.55,41.48,37.63,5,risk_on,136.16
2024-04-12,bull_2024,17.31,,,216.89,90.29,76.37,26.71,81.53,40.53,37.24,4,mild_risk_on,142.31
2024-04-15,bull_2024,19.23,,,220.95,88.89,75.93,27.35,81.65,40.27,36.59,3,mild_risk_on,137.72
2024-04-16,bull_2024,18.4,,,221.22,88.3,75.68,26.91,81.33,39.74,36.03,3,mild_risk_on,135.6
2024-04-17,bull_2024,18.21,,,219.59,89.28,75.78,27.19,78.91,39.71,35.73,3,mild_risk_on,134.38
2024-04-18,bull_2024,18.0,,,220.34,88.83,75.84,27.78,78.78,39.87,35.74,3,mild_risk_on,131.8
2024-04-19,bull_2024,18.71,,,221.03,89.15,75.98,28.1,78.85,39.71,35.88,3,mild_risk_on,133.4
2024-04-22,bull_2024,16.94,,,215.57,89.0,76.4,28.11,78.78,40.14,36.17,4,mild_risk_on,131.68
2024-04-23,bull_2024,15.69,,,215.04,89.03,76.71,27.67,79.98,40.47,36.5,4,mild_risk_on,135.61
2024-04-24,bull_2024,15.97,,,214.64,88.4,76.54,27.93,79.64,40.61,36.64,4,mild_risk_on,135.06
2024-04-25,bull_2024,15.37,,,215.92,87.78,76.38,28.37,80.44,40.7,36.43,4,mild_risk_on,134.08
2024-04-26,bull_2024,15.03,,,216.62,88.24,76.62,28.55,80.39,41.17,36.46,4,mild_risk_on,140.86
2024-04-29,bull_2024,14.67,,,216.18,88.98,76.85,29.09,79.5,41.57,36.87,5,risk_on,138.3
2024-04-30,bull_2024,15.65,,,211.87,88.22,76.29,28.31,78.38,40.99,36.19,4,mild_risk_on,132.4
2024-05-01,bull_2024,15.39,,,213.79,88.56,76.29,28.38,75.93,41.03,36.21,4,mild_risk_on,133.35
2024-05-02,bull_2024,14.68,,,213.13,88.94,76.76,28.0,75.93,42.09,36.73,5,risk_on,132.12
2024-05-03,bull_2024,13.49,,,212.96,89.84,77.08,28.37,75.13,42.47,37.02,5,risk_on,135.18
2024-05-06,bull_2024,13.49,,,215.2,90.19,77.17,28.7,75.66,42.51,37.03,5,risk_on,130.08
2024-05-07,bull_2024,13.23,,,214.21,90.74,77.18,28.61,75.5,42.27,37.42,5,risk_on,133.64
2024-05-08,bull_2024,13.0,,,213.58,90.19,77.0,28.34,76.11,42.28,37.07,5,risk_on,133.24
2024-05-09,bull_2024,12.69,,,216.95,90.63,77.02,28.57,76.52,42.41,37.95,5,risk_on,136.46
2024-05-10,bull_2024,12.55,,,218.71,90.12,76.9,28.81,75.3,42.5,37.81,5,risk_on,137.3
2024-05-13,bull_2024,13.6,,,216.26,90.35,76.88,29.52,76.13,42.82,37.91,5,risk_on,139.65
2024-05-14,bull_2024,13.42,,,218.09,90.86,77.0,29.68,75.21,43.05,38.18,5,risk_on,140.18
2024-05-15,bull_2024,12.45,,,220.89,92.1,77.45,30.11,75.88,43.51,38.83,6,risk_on,140.64
2024-05-16,bull_2024,12.42,,,220.03,92.01,77.27,30.01,76.25,43.6,38.76,6,risk_on,147.85
2024-05-17,bull_2024,11.99,,,223.66,91.39,77.28,31.19,76.97,43.79,38.76,6,risk_on,143.05
2024-05-20,bull_2024,12.15,,,224.56,91.12,77.32,31.33,76.73,43.63,38.52,6,risk_on,144.54
2024-05-21,bull_2024,11.86,,,224.23,91.59,77.26,31.38,76.16,43.36,38.49,6,risk_on,149.52
2024-05-22,bull_2024,12.29,,,220.11,91.7,77.09,29.56,74.87,43.22,38.16,5,risk_on,150.14
2024-05-23,bull_2024,12.77,,,215.72,91.11,76.82,29.26,74.45,42.9,37.35,5,risk_on,153.33
2024-05-24,bull_2024,11.93,,,215.92,91.38,77.09,29.23,75.35,43.02,37.35,5,risk_on,155.86
2024-05-27,bull_2024,12.36,,,,,,,,,,3,mild_risk_on,
2024-05-28,bull_2024,12.92,,,218.19,90.07,76.78,29.9,77.66,42.96,37.13,5,risk_on,152.23
2024-05-29,bull_2024,14.28,,,216.16,88.98,76.55,29.35,76.57,42.32,36.78,5,risk_on,151.8
2024-05-30,bull_2024,14.47,,,216.57,89.84,76.86,28.59,75.53,42.2,37.31,5,risk_on,146.61
2024-05-31,bull_2024,12.92,,,215.3,90.45,77.13,28.42,74.82,41.79,38.05,5,risk_on,148.1
2024-06-03,bull_2024,13.11,,,217.22,91.6,77.01,28.7,71.83,42.23,37.9,5,risk_on,139.01
2024-06-04,bull_2024,13.16,,,215.27,92.67,76.97,27.94,71.09,41.64,38.26,5,risk_on,138.18
2024-06-05,bull_2024,12.63,,,217.82,93.35,77.22,28.47,71.89,42.31,38.21,5,risk_on,141.4
2024-06-06,bull_2024,12.58,,,219.43,93.21,77.09,28.72,73.26,42.52,38.27,5,risk_on,140.18
2024-06-07,bull_2024,12.22,,,211.6,91.5,76.89,27.43,73.02,42.04,37.97,5,risk_on,139.61
2024-06-10,bull_2024,12.74,,,213.54,90.89,76.96,27.98,75.46,42.29,38.16,5,risk_on,141.56
2024-06-11,bull_2024,12.85,,,214.15,91.83,77.06,27.78,75.51,41.86,38.04,5,risk_on,144.7
2024-06-12,bull_2024,12.04,,,214.72,92.52,77.37,27.88,75.98,42.28,38.31,5,risk_on,150.66
2024-06-13,bull_2024,11.94,,,212.97,93.88,77.36,27.61,75.74,42.18,38.5,5,risk_on,162.25
2024-06-14,bull_2024,12.66,,,215.73,94.67,77.06,27.69,76.08,42.23,38.53,5,risk_on,156.18
2024-06-17,bull_2024,12.75,,,214.61,93.73,77.11,27.46,77.79,42.5,38.33,5,risk_on,153.84
2024-06-18,bull_2024,12.3,,,215.47,94.59,77.35,27.68,78.67,42.89,38.48,5,risk_on,142.9
2024-06-19,bull_2024,12.48,,,,,,,,,,3,mild_risk_on,
2024-06-20,bull_2024,13.28,,,218.16,93.96,77.3,28.08,79.41,42.82,38.38,5,risk_on,148.6
2024-06-21,bull_2024,13.2,,,214.78,93.96,77.39,27.44,78.65,42.67,38.48,5,risk_on,151.79
2024-06-24,bull_2024,13.33,,,215.63,94.34,77.31,27.47,79.7,42.67,38.35,5,risk_on,147.13
2024-06-25,bull_2024,12.84,,,214.56,94.5,77.41,27.15,78.9,42.57,37.81,5,risk_on,146.64
2024-06-26,bull_2024,12.55,,,212.58,93.15,77.24,27.18,78.75,42.48,37.76,5,risk_on,143.49
2024-06-27,bull_2024,12.24,,,214.99,93.52,77.33,26.92,79.92,42.51,38.1,5,risk_on,143.06
2024-06-28,bull_2024,12.44,,,215.01,91.78,77.14,27.21,79.59,42.59,38.41,5,risk_on,141.79
2024-07-01,bull_2024,12.22,,,215.57,89.91,76.72,27.46,81.54,42.69,38.04,5,risk_on,145.82
2024-07-02,bull_2024,12.03,,,215.56,90.61,76.93,27.52,81.11,42.82,38.2,5,risk_on,147.16
2024-07-03,bull_2024,12.09,,,217.99,91.8,77.2,28.1,81.27,43.45,38.16,5,risk_on,148.83
2024-07-04,bull_2024,12.26,,,,,,,,,,3,mild_risk_on,
2024-07-05,bull_2024,12.48,,,220.93,92.56,77.43,28.78,81.31,43.63,38.3,5,risk_on,150.2
2024-07-08,bull_2024,12.37,,,218.19,92.76,77.41,28.53,80.42,43.64,38.39,5,risk_on,148.53
2024-07-09,bull_2024,12.51,,,218.56,92.35,77.32,28.34,79.77,43.82,38.4,5,risk_on,151.09
2024-07-10,bull_2024,12.85,,,219.36,92.64,77.5,28.38,80.48,44.07,38.67,5,risk_on,156.96
2024-07-11,bull_2024,12.92,,,223.25,93.54,77.78,27.97,80.94,44.33,39.7,5,risk_on,152.23
2024-07-12,bull_2024,12.46,,,223.11,93.94,77.98,28.33,80.25,44.51,39.99,5,risk_on,150.86
2024-07-15,bull_2024,13.12,,,223.83,92.86,77.99,28.02,80.12,44.04,40.16,5,risk_on,147.4
2024-07-16,bull_2024,13.19,,,228.29,94.17,78.29,27.75,79.06,44.29,40.54,6,risk_on,151.53
2024-07-17,bull_2024,14.48,,,227.23,94.19,78.2,27.43,80.62,43.57,40.9,6,risk_on,146.39
2024-07-18,bull_2024,15.93,,,225.78,93.47,78.04,26.53,79.9,43.16,40.56,5,risk_on,151.12
2024-07-19,bull_2024,16.52,,,221.73,92.92,77.98,26.4,78.0,42.74,40.51,4,mild_risk_on,146.99
2024-07-22,bull_2024,14.91,,,221.8,92.65,78.27,26.24,77.62,43.1,40.91,6,risk_on,141.38
2024-07-23,bull_2024,14.72,,,222.58,92.52,78.28,25.97,76.62,42.72,40.84,6,risk_on,137.0
2024-07-24,bull_2024,18.04,,,221.8,91.52,78.03,25.52,76.81,42.1,40.28,4,mild_risk_on,136.84
2024-07-25,bull_2024,18.46,,,218.33,92.27,78.04,25.72,77.46,41.93,40.06,4,mild_risk_on,134.17
2024-07-26,bull_2024,16.39,,,220.63,92.99,78.29,25.73,76.11,42.36,40.73,5,risk_on,131.73
2024-07-29,bull_2024,16.6,,,220.32,93.49,78.22,25.62,75.19,42.22,40.99,5,risk_on,128.93
2024-07-30,bull_2024,17.69,,,222.52,93.85,78.26,25.62,74.46,42.03,41.29,5,risk_on,127.31
2024-07-31,bull_2024,16.36,,,226.55,94.81,78.54,26.22,77.74,42.95,41.19,5,risk_on,136.69
2024-08-01,bull_2024,18.59,,,225.77,95.31,77.96,25.53,76.29,42.2,41.83,3,mild_risk_on,132.23
2024-08-02,bull_2024,23.39,,,225.34,98.28,77.7,25.85,73.39,41.6,41.86,1,neutral,139.65
2024-08-05,bull_2024,38.57,,,222.48,98.8,77.22,25.06,73.22,40.42,40.65,-1,mild_risk_off,145.3
2024-08-06,bull_2024,27.71,,,220.7,96.59,77.51,25.16,72.45,40.65,41.55,1,neutral,145.43
2024-08-07,bull_2024,27.85,,,220.55,95.91,77.66,24.71,74.69,40.9,41.25,1,neutral,146.36
